customer_id,customer_name,age,gender,city,subscription,discount_applied,item_purchased,category,purchase_amount,payment_method,purchase_date,age_group,purchase_month,purchase_day,purchase_year,discount_flag,revenue_segment
1209,Neha,47,Female,Delhi,No,No,Football,Sports,36163,Upi,2025-11-11,46-60,November,Tuesday,2025,0,high
1210,Aman,22,Female,Meerut,No,No,Face Wash,Beauty,29774,Cash,2025-11-06,18-25,November,Thursday,2025,0,medium
1211,Neha,21,Male,Meerut,Yes,Yes,Milk,Groceries,27332,Net Banking,2025-01-02,18-25,January,Thursday,2025,1,medium
1212,Sara,30,Female,Meerut,No,No,Cricket Bat,Sports,34665,Card,2025-03-29,26-35,March,Saturday,2025,0,high
1213,Ali,19,Female,Delhi,Yes,No,Mobile,Electronics,26056,Net Banking,2025-08-29,18-25,August,Friday,2025,0,medium
1214,Vikas,52,Male,Lucknow,No,Yes,Milk,Groceries,33613,Card,2025-03-24,46-60,March,Monday,2025,1,high
1215,Aman,21,Male,Gurugram,Yes,No,Keyboard,Electronics,10547,Cash,2025-06-19,18-25,June,Thursday,2025,0,medium
1216,Zoya,37,Male,Delhi,No,No,Unknown,Fashion,25172,Card,2025-06-11,36-45,June,Wednesday,2025,0,medium
1217,Karan,34,Female,Meerut,Yes,No,Shampoo,Beauty,15433,Net Banking,2025-06-14,26-35,June,Saturday,2025,0,medium
1218,Ali,25,Male,Noida,Yes,Yes,Football,Sports,47380,Card,2025-06-12,18-25,June,Thursday,2025,1,high
1219,Priya,48,Male,Delhi,No,Yes,Rice,Groceries,14712,Net Banking,2025-06-04,46-60,June,Wednesday,2025,1,medium
1220,Anjali,23,Female,Lucknow,No,Yes,Unknown,Electronics,57678,Cash,2025-05-20,18-25,May,Tuesday,2025,1,premium
1221,Sara,55,Female,Noida,Yes,Yes,Face Wash,Beauty,40175,Card,2025-01-12,46-60,January,Sunday,2025,1,high
1222,Anjali,22,Female,Lucknow,No,No,Shampoo,Beauty,28327,Cash,2025-07-19,18-25,July,Saturday,2025,0,medium
1223,Karan,52,Female,Noida,No,No,Mouse,Electronics,23473,Net Banking,2025-02-08,46-60,February,Saturday,2025,0,medium
1224,Anjali,31,Male,Gurugram,No,Yes,Face Wash,Beauty,23595,Net Banking,2025-01-03,26-35,January,Friday,2025,1,medium
1225,Aman,40,Female,Gurugram,No,No,Football,Sports,12105,Card,2025-04-28,36-45,April,Monday,2025,0,medium
1226,Rahul,43,Male,Gurugram,Yes,No,Rice,Groceries,65924,Net Banking,2025-05-06,36-45,May,Tuesday,2025,0,premium
1227,Ali,24,Female,Noida,No,No,Shampoo,Beauty,6764,Cash,2025-11-14,18-25,November,Friday,2025,0,low
1228,Karan,36,Female,Noida,No,No,Rice,Groceries,3490,Net Banking,2025-03-18,36-45,March,Tuesday,2025,0,low
1229,Karan,23,Female,Noida,No,Yes,Football,Sports,69642,Cash,2025-03-26,18-25,March,Wednesday,2025,1,premium
1230,Anjali,58,Male,Delhi,Yes,No,Face Wash,Beauty,25943,Cash,2025-11-07,46-60,November,Friday,2025,0,medium
1231,Farhan,29,Male,Meerut,Yes,No,Cricket Bat,Sports,730,Net Banking,2025-01-31,26-35,January,Friday,2025,0,low
1232,Aman,39,Female,Meerut,Yes,No,Mouse,Electronics,55264,Net Banking,2025-12-28,36-45,December,Sunday,2025,0,premium
1233,Aman,38,Female,Gurugram,No,Yes,Watch,Fashion,69790,Card,2025-03-24,36-45,March,Monday,2025,1,premium
1234,Aman,24,Female,Noida,No,Yes,Cricket Bat,Sports,7238,Net Banking,2025-05-27,18-25,May,Tuesday,2025,1,low
1235,Karan,56,Male,Lucknow,Yes,No,Mobile,Electronics,13885,Upi,2025-07-25,46-60,July,Friday,2025,0,medium
1236,Farhan,24,Male,Meerut,Yes,No,Face Wash,Beauty,37185,Cash,2025-06-11,18-25,June,Wednesday,2025,0,high
1237,Ali,29,Male,Lucknow,Yes,Yes,Football,Sports,21351,Upi,2025-10-22,26-35,October,Wednesday,2025,1,medium
1238,Neha,36,Male,Gurugram,No,Yes,Rice,Groceries,19075,Card,2025-03-26,36-45,March,Wednesday,2025,1,medium
1239,Anjali,35,Male,Lucknow,No,Yes,Football,Sports,26277,Cash,2025-08-31,26-35,August,Sunday,2025,1,medium
1240,Aman,39,Female,Delhi,Yes,No,Unknown,Sports,3892,Upi,2025-01-21,36-45,January,Tuesday,2025,0,low
1241,Ali,27,Female,Gurugram,Yes,No,Mouse,Electronics,41833,Upi,2025-12-04,26-35,December,Thursday,2025,0,high
1242,Farhan,49,Male,Gurugram,Yes,No,Rice,Groceries,18486,Upi,2025-08-23,46-60,August,Saturday,2025,0,medium
1243,Ali,35,Male,Delhi,No,No,Tea,Groceries,37930,Net Banking,2025-08-10,26-35,August,Sunday,2025,0,high
1244,Sara,42,Female,Noida,Yes,Yes,Mouse,Electronics,61726,Card,2025-11-20,36-45,November,Thursday,2025,1,premium
1245,Vikas,27,Female,Lucknow,Yes,No,Milk,Groceries,43425,Cash,2025-06-20,26-35,June,Friday,2025,0,high
1246,Anjali,51,Female,Noida,No,Yes,Shoes,Fashion,62300,Card,2025-05-06,46-60,May,Tuesday,2025,1,premium
1247,Rohan,48,Male,Delhi,No,No,Cricket Bat,Sports,67776,Card,2025-09-29,46-60,September,Monday,2025,0,premium
1248,Sara,60,Female,Delhi,No,No,Football,Sports,39369,Upi,2025-07-15,46-60,July,Tuesday,2025,0,high
1249,Priya,52,Female,Lucknow,Yes,No,Cricket Bat,Sports,38726,Upi,2025-04-26,46-60,April,Saturday,2025,0,high
1250,Karan,29,Male,Meerut,No,No,Shampoo,Beauty,62244,Cash,2025-07-18,26-35,July,Friday,2025,0,premium
1251,Neha,51,Male,Delhi,No,No,Unknown,Electronics,18668,Cash,2025-11-27,46-60,November,Thursday,2025,0,medium
1252,Vikas,46,Male,Noida,No,No,T-Shirt,Fashion,892,Upi,2025-06-02,46-60,June,Monday,2025,0,low
1253,Farhan,46,Male,Delhi,Yes,Yes,Watch,Fashion,35045,Cash,2025-01-11,46-60,January,Saturday,2025,1,high
1254,Farhan,33,Female,Gurugram,Yes,No,Rice,Groceries,9931,Card,2025-03-11,26-35,March,Tuesday,2025,0,low
1255,Sara,37,Female,Delhi,No,Yes,Watch,Fashion,59887,Upi,2025-08-06,36-45,August,Wednesday,2025,1,premium
1256,Aman,42,Female,Lucknow,No,Yes,Mouse,Electronics,48735,Upi,2025-09-08,36-45,September,Monday,2025,1,high
1257,Vikas,51,Male,Lucknow,Yes,No,T-Shirt,Fashion,24518,Upi,2025-01-02,46-60,January,Thursday,2025,0,medium
1258,Vikas,27,Male,Delhi,No,Yes,Milk,Groceries,35456,Cash,2025-11-18,26-35,November,Tuesday,2025,1,high
1259,Rohan,30,Female,Delhi,No,Yes,Watch,Fashion,32330,Upi,2025-12-10,26-35,December,Wednesday,2025,1,high
1260,Anjali,27,Female,Noida,Yes,No,Football,Sports,45936,Net Banking,2025-10-29,26-35,October,Wednesday,2025,0,high
1261,Sara,45,Female,Delhi,No,No,Watch,Fashion,24995,Cash,2025-05-05,36-45,May,Monday,2025,0,medium
1262,Zoya,20,Male,Lucknow,Yes,No,Face Wash,Beauty,4041,Cash,2025-07-18,18-25,July,Friday,2025,0,low
1263,Neha,57,Male,Meerut,No,No,Shampoo,Beauty,69834,Cash,2025-07-11,46-60,July,Friday,2025,0,premium
1264,Sara,34,Female,Noida,Yes,No,Shoes,Fashion,20981,Upi,2025-01-04,26-35,January,Saturday,2025,0,medium
1265,Rohan,28,Male,Delhi,No,Yes,Cricket Bat,Sports,3788,Net Banking,2025-11-24,26-35,November,Monday,2025,1,low
1266,Neha,54,Male,Noida,No,No,Milk,Groceries,53922,Cash,2025-01-18,46-60,January,Saturday,2025,0,premium
1267,Sara,23,Female,Noida,No,Yes,Shampoo,Beauty,15455,Cash,2025-08-07,18-25,August,Thursday,2025,1,medium
1268,Farhan,44,Female,Delhi,No,No,Rice,Groceries,10711,Cash,2025-01-13,36-45,January,Monday,2025,0,medium
1269,Vikas,48,Female,Meerut,No,No,Football,Sports,41196,Card,2025-10-19,46-60,October,Sunday,2025,0,high
1270,Farhan,51,Female,Gurugram,Yes,No,Face Wash,Beauty,1757,Net Banking,2025-11-26,46-60,November,Wednesday,2025,0,low
1271,Zoya,19,Male,Meerut,No,No,Cricket Bat,Sports,68093,Cash,2025-10-21,18-25,October,Tuesday,2025,0,premium
1272,Karan,20,Male,Delhi,Yes,No,Shampoo,Beauty,67922,Card,2025-08-27,18-25,August,Wednesday,2025,0,premium
1273,Karan,57,Female,Delhi,Yes,No,Cricket Bat,Sports,17562,Cash,2025-09-10,46-60,September,Wednesday,2025,0,medium
1274,Rohan,20,Female,Delhi,Yes,No,Shampoo,Beauty,56697,Upi,2025-05-20,18-25,May,Tuesday,2025,0,premium
1275,Zoya,24,Female,Lucknow,Yes,No,Laptop,Electronics,49064,Net Banking,2025-01-02,18-25,January,Thursday,2025,0,high
1276,Karan,44,Male,Gurugram,No,No,Tea,Groceries,55456,Card,2025-10-24,36-45,October,Friday,2025,0,premium
1277,Vikas,54,Female,Meerut,No,No,T-Shirt,Fashion,36646,Upi,2025-08-12,46-60,August,Tuesday,2025,0,high
1278,Vikas,45,Male,Delhi,Yes,No,Milk,Groceries,26847,Net Banking,2025-05-28,36-45,May,Wednesday,2025,0,medium
1279,Zoya,50,Male,Noida,No,No,Football,Sports,10392,Card,2025-10-05,46-60,October,Sunday,2025,0,medium
1280,Vikas,60,Female,Gurugram,No,No,Mobile,Electronics,54826,Card,2025-05-01,46-60,May,Thursday,2025,0,premium
1281,Aman,35,Female,Gurugram,No,No,Rice,Groceries,65636,Upi,2025-03-01,26-35,March,Saturday,2025,0,premium
1282,Anjali,48,Female,Noida,No,No,Mouse,Electronics,45730,Card,2025-07-19,46-60,July,Saturday,2025,0,high
1283,Rohan,32,Male,Gurugram,Yes,Yes,Watch,Fashion,19264,Upi,2025-07-07,26-35,July,Monday,2025,1,medium
1284,Farhan,18,Male,Lucknow,No,Yes,Keyboard,Electronics,16158,Card,2025-01-18,18-25,January,Saturday,2025,1,medium
1285,Neha,54,Male,Gurugram,Yes,No,Keyboard,Electronics,38349,Upi,2025-11-13,46-60,November,Thursday,2025,0,high
1286,Ali,20,Male,Gurugram,No,Yes,Watch,Fashion,40572,Upi,2025-06-22,18-25,June,Sunday,2025,1,high
1287,Neha,21,Female,Lucknow,No,No,Mobile,Electronics,55120,Card,2025-03-08,18-25,March,Saturday,2025,0,premium
1288,Farhan,38,Female,Delhi,Yes,Yes,Face Wash,Beauty,55483,Net Banking,2025-04-06,36-45,April,Sunday,2025,1,premium
1289,Vikas,44,Male,Gurugram,Yes,No,Mouse,Electronics,44085,Cash,2025-06-20,36-45,June,Friday,2025,0,high
1290,Ali,21,Female,Noida,Yes,No,Milk,Groceries,7894,Upi,2025-05-01,18-25,May,Thursday,2025,0,low
1291,Karan,24,Female,Delhi,Yes,Yes,Shampoo,Beauty,64400,Cash,2025-07-19,18-25,July,Saturday,2025,1,premium
1292,Aman,43,Female,Gurugram,Yes,No,Laptop,Electronics,24194,Net Banking,2025-10-30,36-45,October,Thursday,2025,0,medium
1293,Aman,40,Female,Delhi,No,No,Laptop,Electronics,29371,Upi,2025-08-29,36-45,August,Friday,2025,0,medium
1294,Rohan,39,Male,Lucknow,No,Yes,Shoes,Fashion,24676,Card,2025-11-21,36-45,November,Friday,2025,1,medium
1295,Ali,19,Male,Delhi,No,No,Tea,Groceries,38184,Card,2025-06-03,18-25,June,Tuesday,2025,0,high
1296,Aman,48,Female,Gurugram,No,No,Shoes,Fashion,10901,Card,2025-03-05,46-60,March,Wednesday,2025,0,medium
1297,Sara,49,Female,Delhi,No,No,Football,Sports,3836,Card,2025-01-08,46-60,January,Wednesday,2025,0,low
1298,Priya,52,Female,Noida,No,Yes,Milk,Groceries,48614,Card,2025-10-24,46-60,October,Friday,2025,1,high
1299,Karan,39,Female,Meerut,No,Yes,Cricket Bat,Sports,5911,Card,2025-04-05,36-45,April,Saturday,2025,1,low
1300,Sara,28,Female,Delhi,Yes,No,Keyboard,Electronics,63184,Card,2025-05-02,26-35,May,Friday,2025,0,premium
1301,Neha,50,Female,Lucknow,No,No,Football,Sports,22169,Upi,2025-04-18,46-60,April,Friday,2025,0,medium
1302,Aman,47,Female,Delhi,No,Yes,Rice,Groceries,28419,Cash,2025-07-13,46-60,July,Sunday,2025,1,medium
1303,Rohan,27,Male,Meerut,No,Yes,Shoes,Fashion,62094,Upi,2025-07-26,26-35,July,Saturday,2025,1,premium
1304,Ali,45,Female,Noida,Yes,No,Shampoo,Beauty,5589,Net Banking,2025-09-15,36-45,September,Monday,2025,0,low
1305,Vikas,37,Female,Meerut,Yes,Yes,Shampoo,Beauty,52358,Card,2025-03-26,36-45,March,Wednesday,2025,1,premium
1306,Aman,57,Female,Meerut,No,No,Watch,Fashion,27355,Card,2025-03-04,46-60,March,Tuesday,2025,0,medium
1307,Neha,53,Female,Lucknow,Yes,Yes,Football,Sports,21046,Net Banking,2025-08-11,46-60,August,Monday,2025,1,medium
1308,Sara,29,Female,Lucknow,Yes,No,Shampoo,Beauty,9039,Card,2025-03-08,26-35,March,Saturday,2025,0,low
1309,Karan,43,Male,Meerut,Yes,No,Tea,Groceries,44749,Card,2025-07-11,36-45,July,Friday,2025,0,high
1310,Aman,38,Female,Noida,No,No,Shoes,Fashion,9468,Upi,2025-01-31,36-45,January,Friday,2025,0,low
1311,Neha,52,Male,Delhi,Yes,Yes,Shoes,Fashion,44418,Net Banking,2025-02-06,46-60,February,Thursday,2025,1,high
1312,Rahul,54,Female,Noida,Yes,Yes,Shoes,Fashion,59115,Net Banking,2025-02-05,46-60,February,Wednesday,2025,1,premium
1313,Priya,51,Male,Meerut,No,No,T-Shirt,Fashion,21326,Net Banking,2025-11-10,46-60,November,Monday,2025,0,medium
1314,Farhan,38,Male,Noida,Yes,No,T-Shirt,Fashion,37901,Net Banking,2025-03-25,36-45,March,Tuesday,2025,0,high
1315,Anjali,34,Female,Delhi,Yes,Yes,T-Shirt,Fashion,44788,Card,2025-12-17,26-35,December,Wednesday,2025,1,high
1316,Ali,33,Male,Gurugram,Yes,Yes,Shampoo,Beauty,40228,Cash,2025-01-12,26-35,January,Sunday,2025,1,high
1317,Anjali,50,Female,Meerut,No,No,Milk,Groceries,23387,Net Banking,2025-03-04,46-60,March,Tuesday,2025,0,medium
1318,Rohan,56,Female,Lucknow,No,No,Football,Sports,21781,Net Banking,2025-12-26,46-60,December,Friday,2025,0,medium
1319,Farhan,41,Female,Gurugram,Yes,Yes,Face Wash,Beauty,68859,Upi,2025-06-03,36-45,June,Tuesday,2025,1,premium
1320,Karan,40,Female,Noida,No,No,Mouse,Electronics,16489,Net Banking,2025-10-11,36-45,October,Saturday,2025,0,medium
1321,Karan,59,Female,Noida,Yes,No,Laptop,Electronics,57465,Upi,2025-10-01,46-60,October,Wednesday,2025,0,premium
1322,Priya,23,Female,Delhi,No,Yes,Watch,Fashion,62928,Upi,2025-01-04,18-25,January,Saturday,2025,1,premium
1323,Neha,57,Male,Meerut,Yes,No,T-Shirt,Fashion,29214,Cash,2025-12-16,46-60,December,Tuesday,2025,0,medium
1324,Farhan,20,Male,Meerut,Yes,Yes,Laptop,Electronics,47259,Upi,2025-06-26,18-25,June,Thursday,2025,1,high
1325,Anjali,27,Male,Lucknow,No,No,T-Shirt,Fashion,27307,Net Banking,2025-11-25,26-35,November,Tuesday,2025,0,medium
1326,Farhan,26,Male,Lucknow,No,Yes,Shampoo,Beauty,53968,Upi,2025-01-22,26-35,January,Wednesday,2025,1,premium
1327,Rohan,42,Male,Gurugram,Yes,No,Laptop,Electronics,65341,Upi,2025-01-19,36-45,January,Sunday,2025,0,premium
1328,Rohan,18,Male,Delhi,No,Yes,Face Wash,Beauty,66145,Card,2025-10-19,18-25,October,Sunday,2025,1,premium
1329,Farhan,38,Female,Noida,No,No,Football,Sports,27861,Card,2025-03-29,36-45,March,Saturday,2025,0,medium
1330,Priya,37,Female,Meerut,No,Yes,Face Wash,Beauty,53381,Upi,2025-10-30,36-45,October,Thursday,2025,1,premium
1331,Rohan,55,Female,Delhi,Yes,No,Rice,Groceries,30252,Net Banking,2025-07-21,46-60,July,Monday,2025,0,high
1332,Priya,39,Male,Noida,No,Yes,Cricket Bat,Sports,64148,Upi,2025-06-09,36-45,June,Monday,2025,1,premium
1333,Aman,45,Female,Noida,Yes,No,Keyboard,Electronics,13033,Card,2025-08-23,36-45,August,Saturday,2025,0,medium
1334,Karan,33,Female,Meerut,Yes,No,Keyboard,Electronics,53601,Card,2025-10-24,26-35,October,Friday,2025,0,premium
1335,Rahul,32,Female,Gurugram,Yes,Yes,Unknown,Beauty,21185,Cash,2025-02-08,26-35,February,Saturday,2025,1,medium
1336,Neha,38,Male,Noida,Yes,No,T-Shirt,Fashion,44685,Cash,2025-04-26,36-45,April,Saturday,2025,0,high
1337,Vikas,37,Female,Delhi,No,No,Tea,Groceries,46701,Upi,2025-03-16,36-45,March,Sunday,2025,0,high
1338,Zoya,50,Female,Meerut,Yes,No,Football,Sports,67143,Net Banking,2025-12-22,46-60,December,Monday,2025,0,premium
1339,Sara,56,Male,Gurugram,No,No,T-Shirt,Fashion,40087,Upi,2025-11-13,46-60,November,Thursday,2025,0,high
1340,Karan,51,Male,Gurugram,Yes,No,Milk,Groceries,60417,Cash,2025-12-12,46-60,December,Friday,2025,0,premium
1341,Anjali,56,Female,Delhi,Yes,Yes,Football,Sports,66928,Upi,2025-05-22,46-60,May,Thursday,2025,1,premium
1342,Karan,31,Female,Lucknow,Yes,No,Laptop,Electronics,19599,Cash,2025-06-17,26-35,June,Tuesday,2025,0,medium
1343,Rohan,19,Female,Gurugram,Yes,No,T-Shirt,Fashion,39798,Net Banking,2025-04-16,18-25,April,Wednesday,2025,0,high
1344,Rahul,30,Male,Noida,No,No,Cricket Bat,Sports,7085,Net Banking,2025-05-07,26-35,May,Wednesday,2025,0,low
1345,Farhan,31,Female,Noida,Yes,No,Unknown,Electronics,27145,Cash,2025-06-18,26-35,June,Wednesday,2025,0,medium
1346,Sara,40,Female,Meerut,No,No,Shoes,Fashion,10840,Cash,2025-08-03,36-45,August,Sunday,2025,0,medium
1347,Ali,39,Female,Meerut,No,Yes,Keyboard,Electronics,43835,Upi,2025-02-12,36-45,February,Wednesday,2025,1,high
1348,Aman,23,Male,Noida,No,Yes,Cricket Bat,Sports,21517,Net Banking,2025-01-09,18-25,January,Thursday,2025,1,medium
1349,Zoya,24,Female,Delhi,Yes,Yes,Tea,Groceries,66773,Card,2025-02-02,18-25,February,Sunday,2025,1,premium
1350,Priya,58,Male,Noida,Yes,No,Milk,Groceries,69262,Cash,2025-04-25,46-60,April,Friday,2025,0,premium
1351,Aman,28,Male,Gurugram,No,No,Football,Sports,64900,Cash,2025-01-31,26-35,January,Friday,2025,0,premium
1352,Aman,40,Female,Meerut,No,No,Shampoo,Beauty,31583,Upi,2025-12-29,36-45,December,Monday,2025,0,high
1353,Karan,32,Male,Delhi,No,No,Keyboard,Electronics,44971,Card,2025-12-14,26-35,December,Sunday,2025,0,high
1354,Vikas,19,Male,Meerut,Yes,No,Football,Sports,19781,Net Banking,2025-12-11,18-25,December,Thursday,2025,0,medium
1355,Vikas,19,Female,Meerut,Yes,No,Cricket Bat,Sports,59711,Card,2025-01-07,18-25,January,Tuesday,2025,0,premium
1356,Ali,45,Male,Gurugram,Yes,No,Tea,Groceries,34418,Card,2025-08-31,36-45,August,Sunday,2025,0,high
1357,Neha,24,Male,Meerut,No,No,T-Shirt,Fashion,63552,Upi,2025-09-18,18-25,September,Thursday,2025,0,premium
1358,Rahul,35,Female,Meerut,Yes,No,Milk,Groceries,64158,Net Banking,2025-06-30,26-35,June,Monday,2025,0,premium
1359,Ali,22,Male,Meerut,Yes,No,Football,Sports,29581,Net Banking,2025-09-29,18-25,September,Monday,2025,0,medium
1360,Priya,49,Male,Gurugram,No,Yes,Face Wash,Beauty,67744,Upi,2025-07-31,46-60,July,Thursday,2025,1,premium
1361,Vikas,54,Male,Delhi,No,Yes,Milk,Groceries,35728,Upi,2025-05-03,46-60,May,Saturday,2025,1,high
1362,Farhan,28,Female,Lucknow,No,No,Milk,Groceries,17961,Net Banking,2025-08-02,26-35,August,Saturday,2025,0,medium
1363,Ali,21,Female,Noida,No,Yes,Face Wash,Beauty,69751,Card,2025-01-03,18-25,January,Friday,2025,1,premium
1364,Priya,40,Male,Gurugram,Yes,No,Milk,Groceries,27043,Upi,2025-03-22,36-45,March,Saturday,2025,0,medium
1365,Rohan,45,Male,Delhi,Yes,No,Shampoo,Beauty,33376,Upi,2025-12-07,36-45,December,Sunday,2025,0,high
1366,Rahul,51,Male,Delhi,Yes,No,Milk,Groceries,20306,Net Banking,2025-04-06,46-60,April,Sunday,2025,0,medium
1367,Ali,41,Female,Delhi,Yes,No,Mouse,Electronics,29318,Upi,2025-05-16,36-45,May,Friday,2025,0,medium
1368,Farhan,50,Male,Delhi,Yes,No,Watch,Fashion,44944,Card,2025-06-02,46-60,June,Monday,2025,0,high
1369,Anjali,29,Male,Gurugram,No,No,Shoes,Fashion,28560,Upi,2025-04-24,26-35,April,Thursday,2025,0,medium
1370,Rohan,37,Male,Delhi,No,No,Cricket Bat,Sports,62224,Upi,2025-03-17,36-45,March,Monday,2025,0,premium
1371,Aman,23,Female,Lucknow,No,Yes,Laptop,Electronics,53949,Cash,2025-12-22,18-25,December,Monday,2025,1,premium
1372,Ali,23,Female,Lucknow,No,No,Football,Sports,31585,Card,2025-08-11,18-25,August,Monday,2025,0,high
1373,Karan,56,Male,Gurugram,Yes,No,Laptop,Electronics,44453,Net Banking,2025-05-24,46-60,May,Saturday,2025,0,high
1374,Farhan,53,Male,Gurugram,No,No,Cricket Bat,Sports,42534,Card,2025-12-31,46-60,December,Wednesday,2025,0,high
1375,Sara,25,Male,Lucknow,No,No,Rice,Groceries,4897,Upi,2025-07-28,18-25,July,Monday,2025,0,low
1376,Karan,51,Female,Noida,No,No,Football,Sports,56431,Cash,2025-02-28,46-60,February,Friday,2025,0,premium
1377,Rohan,55,Male,Gurugram,No,No,Keyboard,Electronics,37148,Card,2025-06-16,46-60,June,Monday,2025,0,high
1378,Anjali,42,Male,Gurugram,No,Yes,Tea,Groceries,8897,Upi,2025-10-31,36-45,October,Friday,2025,1,low
1379,Ali,27,Female,Gurugram,No,No,Milk,Groceries,63961,Cash,2025-10-11,26-35,October,Saturday,2025,0,premium
1380,Anjali,25,Male,Noida,No,No,Rice,Groceries,23218,Net Banking,2025-10-27,18-25,October,Monday,2025,0,medium
1381,Farhan,28,Female,Meerut,No,Yes,Milk,Groceries,41917,Card,2025-07-01,26-35,July,Tuesday,2025,1,high
1382,Sara,26,Female,Delhi,No,No,Shampoo,Beauty,35108,Net Banking,2025-08-04,26-35,August,Monday,2025,0,high
1383,Neha,44,Female,Lucknow,No,No,Keyboard,Electronics,27574,Upi,2025-02-01,36-45,February,Saturday,2025,0,medium
1384,Priya,24,Female,Meerut,No,No,Rice,Groceries,45817,Card,2025-11-07,18-25,November,Friday,2025,0,high
1385,Vikas,20,Male,Gurugram,Yes,Yes,Face Wash,Beauty,12362,Cash,2025-07-21,18-25,July,Monday,2025,1,medium
1386,Neha,21,Male,Noida,Yes,No,Watch,Fashion,7154,Cash,2025-07-08,18-25,July,Tuesday,2025,0,low
1387,Rohan,38,Male,Gurugram,No,No,Cricket Bat,Sports,18218,Card,2025-11-09,36-45,November,Sunday,2025,0,medium
1388,Neha,56,Male,Lucknow,No,No,Shampoo,Beauty,7689,Card,2025-12-26,46-60,December,Friday,2025,0,low
1389,Vikas,36,Male,Lucknow,No,No,Shampoo,Beauty,69592,Upi,2025-07-17,36-45,July,Thursday,2025,0,premium
1390,Zoya,39,Female,Noida,Yes,Yes,Shampoo,Beauty,53781,Upi,2025-12-08,36-45,December,Monday,2025,1,premium
1391,Karan,31,Female,Gurugram,Yes,Yes,Face Wash,Beauty,42760,Net Banking,2025-05-04,26-35,May,Sunday,2025,1,high
1392,Rahul,36,Female,Lucknow,No,No,Unknown,Fashion,46942,Net Banking,2025-05-18,36-45,May,Sunday,2025,0,high
1393,Farhan,19,Female,Noida,Yes,No,Shoes,Fashion,9710,Cash,2025-11-23,18-25,November,Sunday,2025,0,low
1394,Karan,22,Female,Lucknow,No,No,Rice,Groceries,12588,Cash,2025-08-25,18-25,August,Monday,2025,0,medium
1395,Sara,59,Female,Noida,No,No,Mobile,Electronics,26008,Cash,2025-06-07,46-60,June,Saturday,2025,0,medium
1396,Priya,52,Male,Delhi,Yes,No,Rice,Groceries,22312,Cash,2025-11-18,46-60,November,Tuesday,2025,0,medium
1397,Vikas,28,Male,Delhi,No,No,Face Wash,Beauty,34600,Cash,2025-06-22,26-35,June,Sunday,2025,0,high
1398,Anjali,32,Female,Gurugram,Yes,No,Mobile,Electronics,29195,Cash,2025-03-07,26-35,March,Friday,2025,0,medium
1399,Farhan,53,Female,Meerut,No,Yes,Cricket Bat,Sports,64189,Card,2025-05-07,46-60,May,Wednesday,2025,1,premium
1400,Aman,26,Female,Meerut,Yes,No,Watch,Fashion,60722,Net Banking,2025-04-17,26-35,April,Thursday,2025,0,premium
1401,Zoya,36,Female,Delhi,No,No,Watch,Fashion,43582,Upi,2025-04-26,36-45,April,Saturday,2025,0,high
1402,Farhan,46,Male,Gurugram,Yes,Yes,Cricket Bat,Sports,22711,Card,2025-09-08,46-60,September,Monday,2025,1,medium
1403,Vikas,21,Female,Noida,Yes,Yes,Milk,Groceries,1543,Net Banking,2025-12-18,18-25,December,Thursday,2025,1,low
1404,Priya,33,Male,Gurugram,Yes,Yes,Keyboard,Electronics,66482,Card,2025-03-12,26-35,March,Wednesday,2025,1,premium
1405,Aman,56,Female,Delhi,Yes,No,Laptop,Electronics,56823,Cash,2025-06-15,46-60,June,Sunday,2025,0,premium
1406,Aman,38,Male,Noida,No,No,Face Wash,Beauty,68129,Net Banking,2025-08-29,36-45,August,Friday,2025,0,premium
1407,Rohan,56,Female,Delhi,Yes,Yes,T-Shirt,Fashion,5911,Net Banking,2025-06-21,46-60,June,Saturday,2025,1,low
1408,Rohan,59,Male,Delhi,Yes,No,Mobile,Electronics,29374,Card,2025-10-01,46-60,October,Wednesday,2025,0,medium
1409,Rahul,48,Female,Lucknow,No,No,Watch,Fashion,8273,Net Banking,2025-09-03,46-60,September,Wednesday,2025,0,low
1410,Karan,28,Female,Gurugram,Yes,No,Football,Sports,12167,Upi,2025-08-03,26-35,August,Sunday,2025,0,medium
1411,Rohan,57,Female,Lucknow,Yes,No,Tea,Groceries,32677,Card,2025-02-27,46-60,February,Thursday,2025,0,high
1412,Sara,51,Female,Delhi,Yes,No,Cricket Bat,Sports,66090,Upi,2025-11-27,46-60,November,Thursday,2025,0,premium
1413,Aman,39,Female,Delhi,Yes,No,Unknown,Fashion,65920,Cash,2025-12-21,36-45,December,Sunday,2025,0,premium
1414,Anjali,25,Female,Meerut,Yes,Yes,Laptop,Electronics,36018,Net Banking,2025-01-18,18-25,January,Saturday,2025,1,high
1415,Rahul,38,Male,Meerut,Yes,No,Shampoo,Beauty,24923,Net Banking,2025-11-26,36-45,November,Wednesday,2025,0,medium
1416,Vikas,20,Male,Meerut,No,No,Shampoo,Beauty,39309,Net Banking,2025-09-12,18-25,September,Friday,2025,0,high
1417,Aman,53,Female,Gurugram,No,Yes,Football,Sports,66934,Cash,2025-07-16,46-60,July,Wednesday,2025,1,premium
1418,Rohan,21,Male,Meerut,Yes,Yes,Face Wash,Beauty,67430,Cash,2025-07-24,18-25,July,Thursday,2025,1,premium
